	faith_pd
10532.d592b0a9.ad8d.42fe.a641.b72316502f12	10.482487618804178
10532.d5d52d16.58aa.4619.97ea.a6ac89e12ec3	13.71501433123936
10532.d8f4038a.7576.4fd3.89c3.60a3f6bc06c0	8.778265379405783
10532.da66fe06.1e1c.4acf.97a1.3c71dbfae960	8.026996548504727
10532.dc609d92.2073.4db2.aea8.670c816c2fd8	7.159728140333161
10532.debb2485.5abd.467b.9f85.acba57398d89	9.802115102002128
10532.df184576.d144.44c7.b620.ab1332e33b80	7.965590697584323
10532.e423f626.6364.438b.ab33.a76afca3c521	7.002802331703824
10532.e48e002a.f4fd.46d4.982e.6fe0854cd48a	6.246283732968138
10532.e5cdbed1.703a.4cf4.b54a.90fd47411654	10.70619931750226
10532.e8c5ac44.36bc.41cc.8096.d3090e9b156c	9.299248531321336
10532.e9494e22.99d6.4e10.868f.208832eb3104	8.51516917081291
10532.ea68ac1a.53e3.4523.924f.32ca1d2ac988	6.715187561052387
10532.eb4ece61.6afe.4c88.8a06.d616dab1dd34	12.724475502286218
10532.ebe9e631.4fc4.4ab0.97d0.1514a2d3e721	3.909852893810533
10532.ed4ed071.074d.425f.a876.86a05ab2ee88	11.326299487091067
10532.ef09f7db.a7fc.4a83.86b2.ec525f831954	6.887339647865954
10532.f0b9f32d.6815.4098.8c8e.509afcde0b32	6.928825622680531
10532.f7244ef5.ef81.44f1.9512.91272b5ccea5	8.28511468147685
10532.fa4e5dcc.7b0a.4fb1.989d.b19aec98e047	9.046976928525071
10532.fa6fda2b.4a99.4231.9325.0d74d8ae451c	7.759952545822308
10532.fadb8582.a342.46ba.8926.98ff97240824	9.994835557118229
10532.fcbc952d.9cf3.4190.9085.3286d5b236ba	11.215149559479887
10532.00cdbb86.acbd.429c.abe3.12f19990314a	7.878296743398195
10532.00e6b118.fb6e.4022.96d1.62e553d9b40c	7.333454937741129
10532.0129210b.a355.4608.8aac.7e6d637c0b5c	11.045568311874973
10532.03a27c57.cf57.417a.90fe.5b9d5ffb32c0	7.776035283407314
10532.04fd9a21.4876.4619.b4e7.6f6a2473bb98	6.598244305086087
10532.05ddd9c2.3f7f.4b2a.8432.06f416424741	7.571430155901281
10532.0717cd28.3894.450b.a177.8e41899fa790	8.020845795490233
10532.07b37371.e1be.4806.ba9e.105e8b6eb137	7.108191073090055
10532.09aae222.0d4d.449f.b284.e4aa4151bd18	8.812457414533478
10532.0d0b86b0.b46c.47d2.a0e8.c862dba23fa3	4.8932340493740885
10532.0d8cd22b.1b5e.4fe1.abe4.a53346e6f530	7.056194953590813
10532.0e5f0298.f09a.406d.a54f.4683590a58ef	11.059391641666608
10532.0ec75303.6a6a.4ad9.aa50.f98525d9e3f0	3.675405299971273
10532.112c4226.3f1f.4a90.bd62.bd09a8a0b791	9.672008336795669
10532.1193c5d0.fb53.406a.9626.bcdd00a82103	10.368488606077701
10532.12e944d7.69e9.44f6.8c3d.a9e40d1a21a4	8.412783303157992
10532.1a8d256c.9a6f.4c7d.8abd.c351d01866c5	4.552425273444259
10532.1bf8a3f7.4718.473a.a4bf.3b0e18e64bd4	6.74661721890182
10532.1c63c66a.65e6.4d7e.a9af.34ae133db4ed	7.3383124401034845
10532.1e8adbe1.044e.4b21.af0e.a335e0bc4887	7.341495692969884
10532.22cd99a9.2745.44ba.823e.6cdf1048d579	8.720655878071877
10532.233fcfbc.5afa.47ac.a735.968ca156ce3f	7.875720670749255
10532.249f97fa.3992.4b77.b0c9.c27e4ecbe59f	6.612785498306648
10532.2607b960.7718.461c.bc21.4f612d26a218	4.4827325558753275
10532.273e797e.41f1.41a2.be36.43e50efe335e	7.489372838838234
10532.2815b5d2.60b8.4244.9502.17f693e4d39b	5.203868367570635
10532.2ada20cb.636b.4f43.9218.e821faee673e	7.048422156715494
10532.2fc381cd.1f0f.484f.bc0c.0c45f7b291a1	9.19149873190852
10532.3263647b.bc7d.4256.940c.fcea00129687	10.204282120393799
10532.336fae55.6ef3.49af.8688.e709584a1bd9	9.350819434622606
10532.366e22db.3165.4d5d.accb.a685fa1c7472	12.687447020958416
10532.3857f412.791b.4565.b56b.77ba1eb058da	7.328819838776173
10532.399ee668.fc0f.4632.a48c.9d9025b608aa	5.481609019026635
10532.3a2907ca.4345.45f6.b81d.a99fd8361bbb	7.7074202049790355
10532.3bb587a6.3e5f.4f98.aa3d.7808edeaa041	7.768902221343563
10532.3bcd3e9f.940c.497c.9507.cd6d1af7e5e9	12.638509679778851
10532.3f8e3f61.513a.4f35.8ebf.0586db2cf820	15.696641161669316
10532.40ded5d4.2577.43f1.9155.298cdafca4d4	8.574737251305848
10532.4163ae3d.2479.44b1.9d80.95d691e7da48	8.983809123363391
10532.43083975.cd2d.42da.9635.0634b5aadd6a	8.661137844574789
10532.43da1a2f.cd3b.4ba7.bc1c.f52d9944d458	6.944819008705002
10532.447cc359.470e.4d74.ba9c.318b733e8d1f	8.461695711079614
10532.4699dde6.97b1.4f66.ab36.a6f92bd5945b	5.4963624298388165
10532.4960a10c.b6cc.42a8.8fe6.6d7bcb6bbd69	12.55564262307746
10532.4a31859a.fef7.48e8.b8f5.0100f180cd42	8.668427059094485
10532.4e06f8e7.ca04.4084.8ed6.9799d589df32	10.894526833917169
10532.4e92e999.4cb7.4bd8.9a13.459d58232fe2	14.652552192194541
10532.4f5d4951.41da.4207.ad9f.fce2da3ffa1d	7.486069322058384
10532.521f43b2.6a67.4c73.a80f.24bc87ae8cf0	6.498341098085151
10532.591ee23e.56bf.4275.8630.9015f9f330a5	6.00239531670268
10532.5b24f7ea.9e02.4d89.bc02.03388ed68273	6.428466757514952
10532.5c70a21a.1611.47be.93bd.1bf502987de1	8.686872668274846
10532.5f2a8e9c.2b06.4f55.b367.1ac06421735a	6.958997846619093
10532.6026474e.6bee.4712.b2d8.4a22451cf9e8	6.598791262142004
10532.6045e855.8ac7.48ed.aecc.c8eab29ec9db	6.12104470709798
10532.67600aee.3bd9.443f.9456.fe673ba24844	9.363489576308645
10532.67b4e332.53fc.42c9.bc70.ef7cfbed28f1	8.626025136026398
10532.67e18471.f314.4a13.a71f.65010aed2058	3.2003855804677444
10532.67f932e7.6a3e.4ab2.9627.0fb5430bac23	6.333342279572502
10532.68fc23c8.68cc.4b31.a3f4.0411079d673a	9.488844165319753
10532.69c1e627.b5c7.4003.88b7.934c5f77f079	6.385673203034441
10532.6a552f98.0cab.4605.aa1c.401c6fab4a54	9.99905668155722
10532.6c3ce76b.620e.42b7.a24a.0ff2b3c37195	8.386472142033828
10532.6c9744b7.c409.40ba.8f3a.278213a8ccf6	10.70850186279479
10532.6e887652.7990.409b.bd72.01a4bf5a7a2c	8.39539049766182
10532.6ff86078.b0f6.40f1.9928.333f0954555d	8.882142363874728
10532.72dd84a6.192a.4879.9fc1.8260e7b92457	10.558628231209749
10532.76a5ac2d.49be.491e.a5c2.adcb61e07894	6.9320981564217306
10532.7784d541.bb0c.4a5d.a894.2efca9dae3b1	10.713920749718898
10532.7a88ccf2.1f0f.43e8.ae0e.d3de08c1f045	10.807200605272584
10532.7cd751c9.7106.4e4f.8588.b9e9035ba333	8.108698220930671
10532.7ee156e0.2353.47bd.b4d0.e6cb56bcd611	10.91236852938112
10532.82c1f0a9.ecfe.45df.9aa5.c39385ca1c32	7.643617793829737
10532.8349ca0d.fceb.4200.bc96.3f39f2e37e48	8.86490616475214
10532.85211605.2ea8.4e08.8b40.c23cdc2b0ef4	9.519618474080659
10532.853d0766.feac.4df4.ae31.440cc55d23f3	11.165061171393194
10532.898a69ad.8762.48d3.b286.356551d1bd83	8.950981097348059
10532.8bc148ce.c18e.4e78.b321.1bc49b69f33c	10.707783162203453
10532.8c53081c.7a13.4c8f.bbbf.b332785b3e21	8.961541326793432
10532.90b5a4f1.85bf.43ba.b100.08c077f4b0cd	9.840264028002187
10532.90e7d744.0e3b.4081.a2b5.3b82e5323b25	4.486281142626591
10532.9362298f.4177.4fb2.8a1e.9c4e4d5eb058	9.620445421662016
10532.96e90c95.020c.41ef.9828.85cd563eb8bb	10.542840690688852
10532.990b9c49.0a02.41d5.936d.9ee172c33b2f	8.231532359576166
10532.9ae6a37c.be4b.4ce6.afce.7bb6ab13e531	6.615947093907415
10532.9b692a58.33a3.4645.86a3.3cd91d3a1b4b	7.40217064154224
10532.9be04e3a.a432.42ef.892d.ee025e4171ee	6.502452142729371
10532.9c01ae7a.4e91.40b3.9b10.b8d859f7709a	7.449915553282166
10532.9c0fc647.8ae0.4c53.95ab.c0c9b5995ce6	7.632924277231854
10532.9e09667c.116e.493a.9871.eb20ffaa78c3	7.662906508096587
10532.9ed6ca18.aff3.4795.ab4a.1b7af3b839a9	3.4607422215720023
10532.9f8969fc.b303.470c.826d.6c3bab546727	7.869030242254086
10532.a15775e3.7351.4cb6.a3c9.113f18271447	9.622234309192912
10532.a221b74c.6515.4506.b941.abd8da16efe4	9.383812338519474
10532.a2233d99.3e53.4996.84a6.56da14785ffa	9.054814858195718
10532.a3adc0e6.915f.4d4a.abc6.b8a32c30e0ba	9.15914573441046
10532.a3d004ed.f43a.4320.83e9.b5cb8dc20328	1.8239928901786562
10532.a4aa5c1f.05ae.4f0e.a0b8.441e2307642b	9.747484650648989
10532.a55678f2.b1d1.4678.a840.2cec63428885	7.812899597728757
10532.a6635d85.9454.4cc3.9ef4.fa1c21acde4d	9.471766528135644
10532.b0d2cdfb.2bbb.4fc2.8b26.9163ae7a6bf1	8.888666200367014
10532.b1603450.fce3.449f.88a5.38041fecbc22	7.501570689065769
10532.b5a7bdac.77d4.4360.a903.5f4f3034d85c	8.640887464378006
10532.b63e4b2e.ab70.4a37.9c9e.0f7e82d2e96e	10.223211581960864
10532.b6deebb1.472e.46b7.82ea.2fe2d25da9f6	9.170229623001802
10532.ba4e041a.56fc.4889.a4dc.83a66f2f3b60	9.07919229048765
10532.bb62f37b.e2d2.4ac6.aad1.5e299d85d153	8.319451054578327
10532.bc440644.d581.479b.b1f7.c26cada13dbf	8.034216282032533
10532.bf016276.b4db.458b.ae2a.baa94e9693a7	6.390925462635124
10532.c01d6020.e9e7.4c68.96db.e8d91c7540e2	9.178125157916691
10532.c200e55d.869e.4e3c.8c18.4e9700df4f53	10.252788278812378
10532.c27fbf59.c359.4773.9236.d23daff0faef	7.250668651001444
10532.c432ffae.1407.4d05.a1da.33259e237d14	5.357902681737084
10532.c87aa886.d2cf.432a.b38b.f40c01cb1965	3.4615038088810275
10532.ca812b48.e567.4bd5.b834.28a634b4e61c	6.47041469175168
10532.cb49481b.aea0.4f5c.ac10.fb6ce4693b40	8.310878902611009
10532.cb7c9f30.3ea4.464b.ac67.0ba656e7e817	3.8370823800866205
10532.cbab4e97.4fde.4ee3.8a5a.10c1b3dda26c	9.34628687595936
10532.cc52726a.bed3.4840.a146.2a4c58978b89	8.639320039871166
10532.d84dbc6b.0986.466a.abd3.3a5ac4fb4d52	8.464279259526934
10532.d9e63d01.9bb8.4104.8114.c568d0a78db3	11.244615030790513
10532.dcc90ae0.8d7a.4d56.a1e2.0d0ca606ac0e	6.405963305821739
10532.dddae1ad.5118.45e8.9052.0c8b4ace3f48	7.295257683020324
10532.de8f20d5.328f.47e5.89d6.e9b498d61dec	7.902809119010975
10532.def521fc.b6f6.4a93.a517.784f29bb05d9	12.683125423604487
10532.dfe6e9d8.2aed.4f4c.922d.0889eaf8b718	8.97780607060685
10532.e47666f2.3381.46b4.bba1.4245cc970387	8.965149134707875
10532.e5d3523e.90c0.4f31.9a49.07a700f1881e	7.875761727927424
10532.e70a5de6.3f61.48b5.9623.985b13d10e78	3.308784770341526
10532.e9184d96.8688.4f36.bbae.cfa1272f763c	8.682771992867698
10532.e943d78d.6dc1.43d9.97d0.4b2c1c1fef4d	9.862010159489941
10532.ea1a31ac.1bf3.492e.bd32.ae81194ecf08	8.711470005658374
10532.ea3a8068.4beb.486e.8679.19c1580e43ab	6.629639592700775
10532.eaadb7ee.cb68.47ff.ba50.a0e3d8fa988a	8.054359121667915
10532.ecee2194.7ea4.4b60.b500.5d1937515c14	8.937814081108776
10532.eda34f8e.ddec.427c.86f1.2a458ef4f7a5	7.4818185934752375
10532.ee5dae47.dbf6.4a49.ad52.47a805338b4e	8.311668772064946
10532.f221c01d.1580.46b7.bdde.45844fd986ac	6.3808439507656
10532.f2f9add5.96c8.4a08.a163.6f01088c9970	7.100987776583958
10532.f3b0fccb.3517.4953.b339.96fd2205a6ac	8.571306073755318
10532.f3ea62bc.f50d.4ac7.a815.36074436c859	8.148624680516406
10532.f57975a7.5e66.4e36.96a4.1ee83ac87998	3.8843307873972677
10532.fa92a806.0cea.4efa.b287.378d5537cd24	7.24476180227529
10532.fcdf2f34.5f5d.4e45.94be.b3eca14c7709	8.757248343603576
10532.fd7dc1d0.8bec.4872.b36c.a039b1d73918	5.392168328849923
10532.fdd84d79.3f8b.48c0.a751.41498828f25d	14.282286918161919
10532.fdefd7b2.abfd.4eb8.9e8d.c847d67ee8c4	10.546360681347384
10532.fed3d194.3d3a.4e75.b2f2.dc4403b67b60	8.866136005396289
10532.ff46d383.f769.46b3.b856.edd55b12886e	8.772623944809109
10532.1302d53f.3364.4f3d.bbc4.50e9f9065ae7	6.160184818729196
10532.35ace8e4.0b62.44c7.a9a3.1e16d45ed772	11.24159797870307
10532.3da00df1.0c79.4428.af4e.b70c506e5613	6.896328216205257
10532.425ccffa.2f7d.4daf.908d.1a7af532ec09	6.639835522183311
10532.4545f13f.f648.4efe.99af.4492baa200fe	11.05512957367635
10532.4b7fc783.1008.43aa.9325.896e2e370dee	10.897546031164936
10532.7a9cef0c.0180.49a3.808f.ce7130ad744b	6.434881987810384
10532.80cd536f.16ba.4c7d.9ebd.023dcff85a44	9.599302790908105
10532.813e04bb.5ec0.48e2.948f.d7a41341772d	7.154025844999559
10532.9b00e3b8.869c.4664.ad85.4428c7adf122	10.331759536901728
10532.9ce7575e.ced6.4a0d.b97e.c66616c88598	10.062697728540654
10532.a46964d4.025a.4058.9026.881a954f689e	6.087939966584061
10532.add815f6.3d1f.4d75.bc58.21f39d2f403a	9.408079496194016
10532.b459a90c.b409.433b.974b.0d8b235238ef	8.058103372061451
10532.d256d51b.02ce.450b.8447.f9dc7e949072	10.531913854898832
10532.f85b77cf.7fb3.4f19.a223.8da7aa6e03d0	9.083906435956894
10532.f96e60e7.00cd.437f.a8b7.2a57a381c89d	8.601517765220503
10532.ff37fca2.eda7.41c2.8084.75874cfa9ef7	8.50937201639134
